,Source,Target,book,chapter
0,Triss,Ciri,1,1
1,Ciri,Triss,1,1
2,Triss,Vesemir,1,1
3,Vesemir,Ciri,1,1
4,Ciri,Eskel,1,1
5,Eskel,Triss,1,1
6,Geralt,Triss,1,1
7,Geralt,Ciri,1,1
8,Ciri,Vesemir,1,1
9,Lambert,Geralt,1,1
10,Ciri,Lambert,1,1
11,Eskel,Geralt,1,1
12,Ciri,Geralt,1,1
13,Geralt,Vesemir,1,1
14,Vesemir,Lambert,1,1
15,Lambert,Ciri,1,1
16,Vesemir,Geralt,1,1
17,Triss,Geralt,1,1
18,Lambert,Triss,1,1
19,Lambert,Vesemir,1,1
20,Ciri,Vanielle,1,1
21,Triss,Vanielle,1,1
22,Vanielle,Ciri,1,1
23,Ciri,Yennefer,1,1
24,Yennefer,Triss,1,1
25,Yennefer,Geralt,1,1
26,Yennefer,Ciri,1,1
27,Geralt,Ori,1,1
28,Ciri,Ori,1,1
29,Ori,Ciri,1,1
30,Triss,Eskel,1,1
31,Eskel,Lambert,1,1
32,Geralt,Eskel,1,1
33,Triss,Lambert,1,1
34,Ciri,Calanthe,1,1
35,Calanthe,Ciri,1,1
36,Yennefer,Vanielle,1,1
37,Vanielle,Yennefer,1,1
38,Vanielle,Geralt,1,1
39,Triss,Yennefer,1,1
