,Source,Target,book,chapter
0,Iola,Ciri,1,8
1,Ciri,Iola,1,8
2,Ciri,Yennefer,1,8
3,Iola,Yennefer,1,8
4,Yennefer,Ciri,1,8
5,Yennefer,Iola,1,8
6,Jarre,Ciri,1,8
7,Ciri,Jarre,1,8
8,Jarre,Yennefer,1,8
9,Jarre,Nenneke,1,8
10,Yennefer,Nenneke,1,8
11,Nenneke,Ciri,1,8
12,Yennefer,Jarre,1,8
13,Ciri,King,1,8
14,Jarre,Forest,1,8
15,Jarre,King,1,8
16,Jarre,Geralt,1,8
17,Yennefer,Geralt,1,8
18,Ciri,Nenneke,1,8
19,Iola,Nenneke,1,8
20,Nenneke,Yennefer,1,8
21,Geralt,Nenneke,1,8
22,Geralt,Yennefer,1,8
23,Geralt,Ciri,1,8
24,Ciri,Geralt,1,8
25,Ciri,Jan,1,8
26,Dandelion,Essi,1,8
27,Dandelion,Blue,1,8
28,Dandelion,Yennefer,1,8
29,Essi,Blue,1,8
30,Essi,Yennefer,1,8
31,Blue,Yennefer,1,8
32,Blue,Ciri,1,8
33,Yennefer,Calanthe,1,8
34,Ciri,Calanthe,1,8
35,Geralt,Forest,1,8
36,Forest,Ciri,1,8
37,Crach,Calanthe,1,8
38,Calanthe,Crach,1,8
39,Crach,Ciri,1,8
40,Calanthe,Ciri,1,8
41,Calanthe,Eist,1,8
42,Ciri,Eist,1,8
43,Ciri,Crach,1,8
44,Eist,Crach,1,8
45,Pavetta,Ciri,1,8
46,Ciri,Vesemir,1,8
47,Vesemir,Ciri,1,8
48,Yennefer,Ithlinne,1,8
49,Nenneke,Ithlinne,1,8
50,Ithlinne,Yennefer,1,8
51,Ithlinne,Ciri,1,8
